aX,aY,aZ,gX,gY,gZ
-0.251587,-0.397949,-0.922119,-8.605957,-4.455566,-1.464844
-0.251465,-0.260010,-0.862793,-3.967285,-2.807617,13.671874
-0.251465,-0.241333,-0.865723,-4.211426,2.258301,15.624999
-0.252686,-0.225220,-0.910034,-5.126953,4.028320,16.052246
-0.248291,-0.234985,-1.041138,-4.028320,4.882812,15.808105
-0.245972,-0.267944,-1.096802,-1.586914,-6.896972,15.991210
-0.249268,-0.338989,-1.044067,-1.586914,-24.963377,22.827147
-0.254028,-0.311523,-0.833496,-2.746582,-28.381346,27.832029
-0.256958,-0.202148,-0.749146,-3.479004,-16.174316,36.315918
-0.253906,-0.174194,-0.843018,6.347656,2.563476,35.156250
-0.246826,-0.237427,-1.081665,11.718749,-4.272461,32.165527
-0.239746,-0.308472,-1.147095,13.671874,-13.793944,35.949707
-0.231567,-0.170532,-0.897827,13.366698,-29.541014,49.987789
-0.223511,-0.090698,-0.788574,9.399414,-18.249512,51.208492
-0.208862,-0.085327,-0.901733,14.953612,-2.807617,42.297359
-0.205444,-0.182739,-1.079102,18.981934,-4.516602,39.489746
-0.205444,-0.306763,-1.173218,26.916502,-16.601562,43.701168
-0.204346,-0.216553,-0.937988,29.418943,-39.123535,61.157223
-0.194336,-0.093994,-0.701782,24.841307,-33.386230,71.838379
-0.160522,0.053345,-0.727051,24.414061,-11.657714,68.176270
-0.153320,-0.052979,-1.028687,28.076170,9.521484,51.208492
-0.157227,-0.109863,-1.034058,32.531738,-3.967285,46.752926
-0.164185,-0.121338,-1.109863,35.278320,-14.343261,52.490231
-0.166748,-0.086670,-0.968262,35.156250,-22.155760,56.030270
-0.141235,0.127319,-0.860474,27.770994,-12.878417,66.772461
-0.131226,0.204468,-0.937134,23.742674,3.906250,56.823727
-0.131226,0.170532,-0.998901,21.301268,3.173828,45.898434
-0.138672,0.041260,-1.111450,25.695799,-1.403808,30.029295
-0.138306,-0.023315,-1.120239,37.353516,-10.803222,31.555174
-0.119141,0.050659,-0.979004,26.855467,-12.145995,39.428711
-0.113403,0.156616,-0.915894,16.906738,-8.239746,37.475586
-0.108032,0.153198,-0.968628,5.798339,1.647949,27.282713
-0.105591,0.146240,-1.010132,4.394531,3.967285,15.808105
-0.105835,0.097046,-1.047852,7.019042,1.708984,10.009766
-0.108032,0.014282,-1.021484,14.343261,-3.234863,3.845215
-0.108398,-0.013672,-0.977539,17.150879,-4.333496,8.056641
-0.098755,0.057129,-0.953491,14.343261,-0.244141,15.563964
-0.100586,0.184082,-0.968750,11.352538,1.037598,13.244628
-0.101074,0.196899,-0.949585,6.347656,5.859375,1.037598
-0.100220,0.163208,-0.986206,5.493164,11.962890,-11.291503
-0.105103,0.037720,-1.049316,3.662109,10.681151,-15.075683
-0.116699,0.017944,-1.024292,-1.831055,4.333496,-13.793944
-0.122070,0.034668,-0.988525,-1.770019,4.699707,-9.216309
-0.124878,0.068726,-1.001587,0.244141,9.826660,-6.591796
-0.125244,0.119263,-0.944458,0.671387,9.765625,-7.385253
-0.123779,0.156128,-0.928711,-1.708984,15.441894,-13.916015
-0.130615,0.124390,-0.977661,-5.798339,18.920898,-26.672361
-0.143799,0.005859,-1.047607,-6.469726,16.601562,-30.029295
-0.145874,0.006836,-1.050903,-10.986327,10.620116,-28.137205
-0.147583,0.004639,-1.024292,-15.380858,8.056641,-26.184080
-0.147949,0.047363,-0.946411,-14.770507,10.253905,-23.193357
-0.158813,0.079468,-0.875488,-13.671874,14.160155,-23.132322
-0.169800,0.135376,-0.962769,-12.695312,24.047850,-27.099607
-0.172363,0.101440,-1.011597,-16.418457,22.216795,-41.687008
-0.170532,-0.012451,-1.080322,-19.104004,9.582520,-47.973629
-0.168213,-0.064819,-1.010864,-18.493652,3.601074,-46.569820
-0.162231,-0.031128,-0.915405,-17.028809,0.915527,-39.001465
-0.167969,-0.012573,-0.905884,-22.216795,7.446289,-35.827637
-0.187500,0.008179,-0.928711,-26.794432,13.671874,-37.475586
-0.200073,-0.025024,-1.018677,-26.123045,14.587401,-39.611816
-0.207886,-0.058716,-1.037964,-22.460936,8.178711,-41.870113
-0.212280,-0.087280,-0.988037,-22.705076,1.159668,-42.541500
-0.209351,-0.120483,-0.929077,-22.644041,2.136230,-40.527340
-0.202148,-0.075806,-0.923096,-21.911619,6.835937,-35.827637
-0.202148,-0.052979,-0.915405,-22.949217,11.413573,-36.743164
-0.214600,-0.062744,-0.966919,-22.094725,13.549804,-40.527340
-0.235962,-0.077881,-0.957275,-21.179197,12.939452,-40.832516
-0.242798,-0.120850,-0.984375,-18.737793,17.883301,-41.687008
-0.240479,-0.147705,-1.045166,-9.887695,14.465331,-38.696289
-0.253540,-0.146240,-1.000122,-14.160155,4.211426,-35.705566
-0.260254,-0.137207,-0.911865,-17.456055,5.615234,-35.034180
-0.259644,-0.173096,-0.984009,-20.812986,13.366698,-34.973145
-0.249146,-0.188599,-1.026611,-17.333984,11.291503,-31.311033
-0.249512,-0.138428,-0.984253,-16.357422,3.112793,-26.672361
-0.262695,-0.087891,-0.896729,-17.761230,2.868652,-28.381346
-0.270508,-0.143677,-0.938721,-16.296387,9.216309,-32.592773
-0.270386,-0.172241,-0.990967,-14.160155,10.864257,-32.226562
-0.262939,-0.242432,-1.062622,-9.521484,2.502441,-27.343748
-0.258301,-0.267822,-0.987793,-6.408691,-3.295898,-22.705076
-0.257080,-0.215210,-0.841064,-5.371093,-7.263183,-14.404296
-0.258057,-0.235352,-0.843140,-11.718749,1.098633,-13.793944
-0.261230,-0.323730,-0.912720,-10.681151,4.699707,-8.544922
-0.254639,-0.355347,-0.957031,-6.896972,3.479004,-3.845215
-0.248413,-0.333862,-0.944702,-4.089355,-1.647949,5.554199
-0.248535,-0.335815,-0.915771,1.281738,-6.958007,13.977050
-0.252930,-0.281982,-0.864624,2.502441,-5.737304,22.949217
-0.263306,-0.230103,-0.852661,-0.488281,-3.845215,24.475096
-0.265259,-0.198608,-0.946899,-4.455566,4.272461,26.428221
-0.266968,-0.206299,-1.044312,-0.305176,3.295898,25.512693
-0.269165,-0.265259,-1.085083,5.615234,-3.417969,26.306150
-0.263672,-0.266968,-0.933960,18.981934,-14.099120,34.301758
-0.262695,-0.242310,-0.878906,22.277830,-10.803222,42.602535
-0.259644,-0.193604,-0.898560,15.808105,-5.310058,44.921871
-0.254272,-0.178955,-1.006592,13.122558,-5.798339,44.250484
-0.258301,-0.164917,-1.009155,13.549804,-16.174316,43.762203
-0.254761,-0.145508,-0.988159,18.798828,-19.226074,45.837399
-0.250366,-0.151001,-0.966309,22.216795,-17.272949,46.874996
-0.231689,-0.109497,-0.936279,27.526854,-11.657714,51.818844
-0.215576,-0.128662,-1.057495,25.329588,-8.300781,49.316402
-0.218994,-0.180420,-1.082397,22.766111,-21.911619,45.837399
-0.221924,-0.226074,-0.972900,23.742674,-28.686522,49.621578
-0.213135,-0.081055,-0.948730,26.672361,-28.564451,61.767574
-0.203735,-0.037598,-0.957031,28.625486,-26.062010,62.561031
-0.189941,0.018188,-0.962036,30.761717,-24.536131,58.532711
-0.171875,-0.001465,-0.936523,31.921385,-20.507811,56.579586
-0.156494,-0.030273,-1.007935,32.409668,-12.451171,54.443356
-0.157227,-0.033447,-0.989502,23.559568,-16.052246,54.626461
-0.163574,0.027222,-0.952637,19.714355,-15.930175,55.664059
-0.159546,0.139893,-0.883057,16.967773,-10.620116,55.175777
-0.270264,-0.110107,-0.934448,-20.324705,6.469726,-26.550291
-0.274902,-0.155762,-0.967407,-16.601562,6.164550,-30.273436
-0.274658,-0.260620,-0.983398,-13.122558,4.882812,-29.174803
-0.265015,-0.295532,-0.964111,-10.314940,1.342773,-20.568846
-0.262207,-0.261597,-0.919434,-12.573241,-2.136230,-10.803222
-0.261719,-0.219116,-0.896240,-9.643555,-2.197266,-5.615234
-0.264771,-0.240234,-0.904175,-6.713867,-1.098633,-6.103515
-0.260620,-0.294312,-0.923340,-1.342773,-0.061035,-3.845215
-0.257568,-0.327515,-0.955322,1.892090,-1.342773,3.173828
-0.256226,-0.331543,-0.925049,2.990722,-5.615234,13.000487
-0.257690,-0.228882,-0.859741,2.136230,-4.943848,17.883301
-0.263062,-0.190674,-0.902222,1.708984,-0.122070,18.920898
-0.262695,-0.215698,-0.950439,5.493164,1.464844,18.249512
-0.263184,-0.239746,-0.985107,8.666992,-0.488281,20.446775
-0.262451,-0.290161,-1.030029,10.559081,-3.662109,23.681639
-0.270386,-0.288940,-0.931274,16.418457,-12.817382,33.264160
-0.272217,-0.251953,-0.846924,20.812986,-11.840819,44.433590
