"aX,aY,aZ,gX,gY,gZ"
"-0.499023,-0.989014,0.016602,1.098633,-13.427733,-29.663084"
"-0.503906,-1.006226,0.060303,8.361816,-8.239746,-24.230955"
"-0.493896,-0.971191,0.028564,6.164550,-3.662109,-19.287109"
"-0.479004,-0.951172,0.006714,-1.098633,-1.403808,-13.305663"
"-0.491333,-0.932739,-0.001465,-10.742187,-3.051758,-8.361816"
"-0.500122,-0.944702,0.008911,-13.854980,-4.882812,-4.577637"
"-0.510132,-1.007935,0.027466,-8.850098,-1.647949,4.577637"
"-0.534180,-0.991333,0.047729,-4.211426,0.610352,11.840819"
"-0.534180,-0.929077,-0.005493,-2.014160,4.943848,22.399900"
"-0.526855,-0.953369,-0.010742,-6.103515,1.342773,24.963377"
"-0.495239,-1.045044,-0.011597,-7.812500,-0.305176,28.259275"
"-0.469482,-1.181641,-0.003906,-10.314940,-3.662109,39.184570"
"-0.465210,-1.239624,0.023560,-5.371093,-5.981445,62.133785"
"-0.479248,-1.170776,0.065308,5.310058,-1.892090,89.721672"
"-0.480835,-1.017700,0.028687,7.019042,1.525879,96.130363"
"-0.434082,-1.040527,-0.007080,3.417969,2.868652,99.060051"
"-0.407593,-1.089111,-0.012695,0.671387,0.793457,107.299797"
"-0.381348,-1.148071,-0.001831,2.868652,-0.366211,115.661613"
"-0.358032,-1.098755,0.039917,7.507324,-0.305176,131.225586"
"-0.339233,-1.092529,0.029297,7.751464,4.394531,139.099121"
"-0.305420,-1.092163,0.029541,12.695312,7.263183,149.291992"
"-0.259155,-1.030151,-0.030640,11.840819,8.483887,153.442383"
"-0.209351,-1.045532,-0.014526,10.070800,2.868652,156.494141"
"-0.188354,-1.073364,0.049683,18.249512,1.403808,163.330063"
"-0.148804,-1.079346,0.075439,20.263670,11.657714,176.635727"
"-0.101196,-0.990479,0.051270,18.920898,16.052246,179.992661"
"-0.044556,-0.895996,0.027954,10.009766,25.817869,178.100571"
"-0.012573,-0.872925,-0.024170,4.577637,33.447266,171.081528"
"0.075684,-0.878662,-0.140503,6.347656,31.738279,167.724594"
"0.153809,-1.076172,-0.162231,16.235352,22.277830,160.644516"
"0.166992,-1.140503,-0.133057,30.151365,9.094238,173.400864"
"0.205078,-1.116943,-0.115356,19.958496,6.042480,199.035629"
"0.226440,-0.919922,-0.144165,14.343261,4.455566,209.045395"
"0.253784,-0.745605,-0.077759,15.808105,-1.525879,210.327133"
"0.278442,-0.675049,0.008789,26.000975,0.793457,195.251450"
